Unnamed: 0	Cluster
CEBPA	48
SEMA6C	24
SEMA6B	65
SEMA4F	41
SEMA4D	29
CEBPB	97
SEMA3C	4
APPBP2	33
MYBBP1A	12
FBLN5	94
CIB2	41
CIB1	89
CEBPD	58
ZNF211	43
DDX17	31
DEAF1	47
CHERP	54
KAT5	93
HYOU1	57
IPO8	18
IPO7	1
NOP56	54
NEBL	85
CEBPE	57
PITRM1	29
ATG7	41
SSSCA1	44
RNASEH2A	30
P3H3	18
BATF	3
GLRX3	59
CEBPG	88
DCTN2	69
ANP32B	62
LAMTOR5	4
PROCR	13
PRDX4	10
ARL6IP5	10
AGR2	13
ARPC1A	69
HTATIP2	47
AGPAT1	41
AGPAT2	66
RPP30	62
RPP38	54
SPTLC1	27
SLC35A1	94
SLC19A2	6
IFI44	23
OLFM4	53
CXCL13	43
ARFGEF2	93
ARFGEF1	83
AKAP3	36
RABAC1	84
SLC34A2	86
CELP	2
DPYSL4	67
SIVA1	44
MRPL28	12
CCT7	10
CCT4	1
CCT2	17
NPC2	82
GNLY	19
TACC2	42
CENPA	52
SORBS1	16
IFITM2	84
COLEC10	34
POMT1	8
MAB21L2	15
TXNRD2	67
MTHFS	89
DRAP1	75
CENPB	47
SCGN	32
DNPH1	61
SMC2	30
PRPF8	69
ERN2	51
AHSA1	1
SLCO1B1	32
CENPC	83
USP16	17
CDC42EP3	68
SH2B2	12
PAIP1	10
PAICS	76
TBL3	70
MXD4	8
P3H4	15
ST6GALNAC2	75
PDLIM5	9
TRIM3	19
ERLIN1	1
HEXIM1	9
SPAG5	52
RBCK1	72
STAMBP	79
TGOLN2	81
CENPE	52
ARID3B	71
POLR3F	88
POLR3G	1
POLR3C	71
IVNS1ABP	68
TRIM16	42
MYL12A	49
TXNIP	35
TAF6L	65
CENPF	52
PDPN	73
POSTN	63
ATP5MG	82
RASL10A	19
GAS2L1	89
RAD51AP1	74
RGS14	67
LEFTY1	19
EXOC5	22
NPRL2	4
IGF2BP3	74
IGF2BP2	60
CAMKK2	46
SCGB1D2	19
SCGB1D1	34
PRELID3A	18
MTX2	84
YKT6	52
SPINT2	90
PMVK	89
KHDRBS3	13
KHDRBS1	62
CELF1	64
CELF2	7
CES1	72
LBX1	34
KLF1	86
CXCR6	21
CTCF	6
TSBP1	87
CD226	0
FARS2	89
CGRRF1	38
CGREF1	46
RRAGA	37
DCTN6	60
GNA13	46
CSPG5	98
AVIL	0
B3GNT2	47
CETN1	65
GNB5	8
EBP	27
DLL3	86
CLDN16	86
PNMA2	74
CETN2	98
FUT9	63
GMEB1	81
RRH	34
CCT6B	9
CCT8	17
CNPY3	51
CORIN	87
ADCY1	53
CETN3	61
CETP	46
FAM189B	94
USP39	94
POLD3	64
TBR1	87
CFL1	59
POLQ	99
SLC12A7	8
OGA	60
NFAT5	81
NUDC	82
PTGES3	1
YME1L1	10
TCFL5	15
PLK4	99
STAG3	73
STAG2	91
SIX2	93
RFPL3	65
RFPL2	11
RFPL1S	87
RBBP9	41
RAI2	67
RAI1	39
PTTG2	87
PHTF1	8
MAP3K2	51
MASP2	18
KIF1C	15
CTSC	15
GRAP	63
CHL1	28
CAPN9	19
GIPC1	13
TRAF3IP2	25
PLAC1	63
NUP50	6
NES	89
KDM5B	37
TOB2	97
HBS1L	94
AHCYL1	47
PLK2	37
ZMYND11	28
SRSF10	7
ZBTB6	64
POP4	40
ARPP19	27
ARPP21	0
ZNF271P	46
ZNF234	87
ZNF266	3
ZNF274	81
WDR4	56
SLC17A3	19
NCKAP1	16
IQGAP2	60
VAMP5	53
ZNF273	0
ZNF460	0
ZNF268	73
MTHFD2	27
OR5I1	34
RPP40	17
ADCY2	19
CFTR	66
CYSLTR1	34
SEPT9	29
SEC24A	95
CCR9	11
ENTR1	10
HSPH1	95
CGA	23
WASF3	85
UTP14A	70
CPLX2	39
SPINT3	34
FRS3	39
FRS2	0
OR7E14P	46
NEU3	65
FAXDC2	53
FAM114A2	22
CEACAM3	65
ALDH1L1	32
FTCD	39
PPP1R17	63
TUBGCP2	89
CLPX	62
PDE10A	96
SRCAP	67
PPP1R13L	72
CCL27	36
HPSE	67
RUVBL2	44
PGRMC1	30
CYP46A1	63
LILRB1	51
SLC26A1	39
ADAM28	8
SLC22A7	18
ARID5A	58
HCP5	43
TSPAN9	72
USP20	96
USP19	51
CEACAM7	73
CD300C	50
ME3	23
NMU	98
FGL2	36
EDDM3A	36
CFHR4	18
SMR3B	70
CEACAM8	56
ACTL7B	57
ACTL7A	36
C1QL1	50
MRPS30	62
WDR3	6
CEACAM4	39
PPARGC1A	3
MALT1	78
MMP24	2
LYVE1	53
PPBPP2	34
OCLM	65
YIF1A	10
CPSF4	48
JTB	29
ADCY3	10
RUNDC3A	57
BRD8	95
MTMR11	33
BLCAP	45
MAN1A2	53
TRAFD1	37
TXNL4A	27
PNPLA6	90
UTS2	34
GADD45G	9
EDAR	86
PAPOLA	27
TCERG1	40
MAGED2	49
BTNL3	57
EHMT2	98
COPS8	75
RNPS1	54
FASTK	94
SUB1	17
SMPDL3A	9
DBF4	52
SPIN1	22
RALBP1	69
APOBEC2	35
MORF4L1	82
PRDX3	61
GPR75	34
EHD1	3
AFG3L2	29
POP1	25
PRSS21	90
MSL3	12
C11orf58	44
KDELR1	98
SF3A3	17
AP3M2	19
STARD3	43
HNRNPA0	17
BTG3	96
CBX1	17
SEC61B	82
TOMM34	10
PDIA5	15
SERINC3	10
OS9	41
PNRC1	9
TMED2	10
LMAN2	67
ERP29	10
MLLT11	47
STIP1	89
IFI44L	23
RAB40B	89
EBNA1BP2	44
CKAP4	68
YWHAQ	84
TMED10	61
ASCC3	59
ADIRF	85
UQCR11	49
CLP1	88
FERMT2	80
COPS6	94
RAB32	16
MAPRE2	86
CCNI	69
GCN1	84
COPS5	60
METAP2	17
IMMT	61
LILRB5	2
SF3B2	82
SDS	11
ILVBL	20
SLC27A5	5
SLC27A3	14
SLC27A2	10
KIF2C	29
SPINK5	42
LILRB4	51
CCDC85B	13
IL24	21
CHAD	12
GLIPR1	12
TLK2	25
KLK11	42
TMSB15A	67
KDELR2	27
KDELR3	84
ATF7	39
SNRNP27	43
TMED1	78
LIAS	94
RCBTB2	67
IFT27	67
RAB35	68
TDRKH	87
LILRA1	0
LILRB3	51
LILRA3	0
LILRA2	74
CHAT	34
RBPMS	80
RAB31	67
ADAP1	11
DSTN	66
STON1	11
RCC1	89
PIM2	7
B4GAT1	10
MID2	11
TENT4A	19
UPK1A	11
SLC35D2	47
ADRM1	58
CHD1	6
NUDT21	98
CPSF6	62
OGFR	20
ZPBP	2
DDX52	70
ABHD2	78
WWP1	56
CHD2	34
WWP2	15
CNMD	21
DUS4L	94
SOX30	36
CNTRL	46
UBE2C	92
SNRNP35	42
DEPP1	19
CYB561D2	23
RAPGEF4	11
CHD3	66
TMEM115	47
DUSP14	48
TOPBP1	99
TRIM31	67
STMN2	86
TPPP	24
HSF2BP	8
TRIOBP	47
RER1	49
CHD4	81
DNAJB4	25
KERA	87
ESM1	32
DIDO1	25
ADAM30	2
ADAM29	34
AKR1C4	32
SPACA9	96
ADAMTS13	65
CACFD1	57
ADAMTS8	41
ADAMTS5	25
NUPL2	64
PRSS23	20
PTPN21	36
HNRNPUL1	29
RPP14	88
KRR1	31
KATNA1	88
PRDM5	87
PRDM4	38
CHEK1	30
CIT	99
FGFR1OP	28
EMILIN1	51
BTN3A2	10
BTN3A1	66
FOXN3	43
BTN2A1	58
PTPRT	11
RCAN3	0
FAF1	84
CD160	36
KIF3A	46
CLASRP	74
CHGA	4
ZWINT	30
CAPN11	2
CAPN10	67
KPTN	8
CDC42EP1	71
SLC7A9	36
PWP1	40
TBC1D8	47
CHGB	90
CDC37	67
IL1RAPL1	12
PKIG	69
KAT7	97
DMC1	87
PLAAT3	13
GLMN	46
HHLA3	67
HHLA2	36
CORO1A	51
WDR45	33
FICD	67
AP4S1	41
LDB3	35
PTP4A3	35
LSM6	30
CHI3L1	19
ERLIN2	66
ERG28	10
NUDT6	46
NUDT4	42
NUDT3	98
SOX21	39
FSTL1	69
PSIP1	30
WDHD1	99
CHI3L2	60
FAM107A	12
STRAP	17
INSL6	36
ADAMTS7	65
ADAMTS6	34
BAZ2A	9
BAZ1A	95
LZTS1	0
ZNF277	53
CHIT1	8
WDR6	29
TREH	34
SLC2A6	20
MAP4K5	42
MAP4K1	46
RASSF1	17
PKP3	13
NISCH	75
CELF3	24
CHKA	60
CEP250	47
PTENP1	71
WBP4	71
ABCB8	41
SEC23IP	29
WIF1	57
SUPT16H	62
ANXA10	46
ADCY6	41
CHKB	50
CHEK2	40
POLI	73
KLK8	53
CHM	22
FZD10	73
PLPBP	98
IRAK3	19
AKAP13	64
AKAP11	60
AKAP10	97
TREX2	36
CHML	46
DUSP10	3
MRPL3	27
RPL35	59
GALNT6	12
RASSF8	63
CHN1	86
PRAF2	75
SEC63	94
POLG2	6
HPS5	60
PDCD10	93
RNF139	38
RNF24	56
CA5B	34
EGLN2	31
EGLN3	67
CHN2	9
PADI2	73
PMF1	1
GPR176	87
CAVIN3	42
NXPH4	65
ERI2	47
NXPH3	65
GPR45	2
PTGDR2	11
PACSIN2	47
MAN1B1	90
SLC6A14	93
HRH3	34
TP53TG1	50
DCTN3	69
FILIP1L	67
XPOT	27
CHP1	85
RWDD2A	33
SP140	9
PXMP4	18
DUSP12	6
SNF8	82
PRR4	88
ATXN2L	0
USP18	33
KLHL2	9
SYNRG	95
KLF12	56
KLF8	87
SCN11A	0
POU6F2	34
MGAT4B	90
PNKP	89
B4GALT7	90
SGF29	56
CHRM2	34
MED8	93
ADCY7	15
LYST	9
SLCO2B1	15
CHRM3	12
VPS45	8
LYPLA2	8
CD300A	67
AHNAK2	13
PARK7	90
COPE	89
RBPJL	65
IZUMO4	50
SCAMP4	16
GPR182	65
ECD	29
CHRM4	39
MGAT4A	46
GPN1	44
TMC6	90
DDX42	95
LARP4	6
VSIG4	86
FKBP9	94
STK38	25
CHRM5	34
CTRC	11
PHB2	17
ACOT7	23
PDAP1	94
TUSC2	68
CBX3	1
EXOC3	20
U2AF2	82
OIP5	30
CHRNA1	73
EXOSC8	1
SCRG1	70
TEX261	10
RNF13	81
MGLL	42
TWF2	79
GABARAPL2	90
TUBA3D	74
SYNPO	50
CHRNA2	39
CHRNA3	57
CYP2U1	34
CHRNA4	34
PIK3IP1	21
CHRNA5	81
ZNF257	87
DTX2	72
ADCY8	63
CHRNB1	8
TOE1	38
MCM3AP-AS1	91
BUD23	10
TRIM9	80
CHRNB2	18
TXNRD3	53
CHRNB3	87
CHRNB4	34
EFHC1	4
CHRND	39
CHRNE	39
NLRP3	36
CHRNG	65
ERMAP	11
CHUK	60
TUBGCP5	81
KLHL29	63
CROCCP3	34
OSBPL1A	84
OSBPL7	18
OSBPL8	10
OSBPL9	5
OSBPL10	90
OSBPL11	9
C1QTNF1	90
C1QTNF3	51
CIDEA	18
TMEM123	94
MRFAP1L1	62
ADCY9	53
MARCH3	64
CKB	67
ATG4A	55
KCTD12	16
CIRBP	75
LRRC42	25
CISH	32
TBCB	10
KIR3DL3	65
ARHGAP33	65
TRMT61A	63
CKM	35
DHRS1	90
TSR3	89
ADCYAP1	34
CKMT2	35
OSR2	9
ERCC8	18
KLHDC3	32
ACSM1	0
CKS1B	30
LYPD1	73
CKS2	6
FAM129A	74
RPL39L	70
ARAP2	3
ARAP1	75
AGAP2	24
AGAP1	53
ADCYAP1R1	39
MIA2	87
SSX2IP	74
FTSJ3	37
SLC16A10	86
AP2M1	84
AP1S1	94
AP2S1	84
AP3S1	86
CLC	32
CLCA1	21
ADD1	10
CLCN1	57
CLCN2	65
CLCN3	15
CLCN4	73
CLCN5	81
RPL23AP7	4
CFAP70	57
CLCN6	56
CLCN7	4
CLCNKB	41
PDZD8	1
ADD2	41
CLU	8
CLIC1	69
CLIC2	32
CLK2	3
CLK3	68
SERPINA3	28
ADD3	94
TPP1	75
CLN3	16
CYP2R1	46
CLN5	28
DNAJC24	28
CLNS1A	5
CLPS	11
CLPTM1	47
FAM186A	87
CLTA	29
CLTB	55
CLTC	40
CMA1	36
CLBA1	24
MRPL52	70
PLIN2	25
CCR1	96
CCR3	34
CCR4	34
CCR5	57
CCR6	96
CCR7	3
CCR8	34
ACKR2	39
NTAN1	67
DNAAF1	63
ADH1A	32
CMKLR1	36
SPATA2L	37
LTB4R	43
IQCK	67
PAQR4	74
ABCC2	81
SLC38A10	66
CANT1	54
LSM12	46
ADH1B	85
TBC1D16	5
CNGB1	87
ZNF816	34
CNGA1	34
ADH1C	67
ZNF813	0
ZNF440	87
CNGA3	32
ZNF787	71
ZNF573	0
IRGQ	73
ZNF428	5
PLK3	37
MFSD12	4
MISP	4
HSPB6	67
CNN1	8
CNN2	89
CNN3	53
CNP	82
CNR1	46
CNR2	34
CNTFR	39
CNTN1	86
GJB4	65
RNF19B	37
COL1A1	16
C1orf216	88
COL1A2	41
SYT2	18
ADH5	27
COL2A1	73
COL3A1	41
COL4A1	67
COL4A2	23
COL4A3	66
TSHZ2	50
COL4A4	36
COL4A5	8
COL4A6	72
COL5A1	4
COL5A2	32
ZNF280A	36
EMID1	23
COL6A1	86
COL6A2	74
COL6A3	86
COL7A1	48
COL8A1	86
COL8A2	2
MBOAT2	94
COL9A1	63
COL9A2	72
COL9A3	91
AADAC	96
ADH6	32
COL10A1	32
FAM168B	95
COL11A1	2
COL11A2	2
COL13A1	57
COL15A1	12
COL16A1	9
COL17A1	55
PQLC3	65
MTERF4	57
ADH7	4
COL19A1	34
COMP	63
COMT	89
COPA	23
FAM131A	68
COPB1	29
CRYBG3	0
DCBLD2	28
LRRC15	39
KLF6	17
TPRA1	64
SLC31A1	60
SLC31A2	43
ADK	61
CORT	65
MAP3K8	9
COX4I1	82
COX5B	49
ADM	58
PRRC1	83
COX6A1	49
COX6A2	35
ADORA1	19
COX6B1	59
COX6C	49
COX7A1	12
COX7A2	49
COX7B	84
COX7C	49
COX8A	82
PACRG	63
COX10	93
COX11	23
COX15	10
CP	98
CPA1	11
CPA2	2
CPA3	53
OR2F2	87
ADORA2B	68
CPB1	46
CPB2	32
CPD	15
CPE	14
CLDN4	13
CLDN3	53
CLDN7	85
CPM	90
CPN1	18
CPN2	32
CPOX	98
CPS1	10
CPT1A	15
CPT2	75
CR1	18
UBXN2B	51
CR2	81
RALYL	11
HGSNAT	4
CRABP1	73
NACC2	3
C9orf116	86
CRABP2	85
CRAT	16
CREB1	7
ATF2	7
CREBBP	97
ATF6B	18
CREBL2	50
CREM	33
MAGEC3	34
CRH	46
CRHBP	19
APOOL	22
CRHR1	2
CRHR2	39
VENTXP1	87
CRIP1	42
CRIP2	53
CRK	54
CRKL	64
AAMP	67
ADORA3	63
CRMP1	65
CRP	73
TCP10L	34
HAPLN1	63
ASB6	88
ASB7	7
ASB8	25
ASB9	10
MYL6B	89
ZNF358	24
RNF32	36
CHODL	41
TCEAL2	36
CRX	2
NEK7	29
CRY1	95
SOGA1	11
CRY2	21
RPL10L	63
TRPM6	2
ZNF280B	39
SIRPA	21
SREK1	1
CRYAA	34
ADPRH	36
CRYAB	80
CRYBA1	87
CRYBA2	2
CRYBA4	34
CRYBB1	34
CRYBB2	39
CRYBB2P1	96
CRYBB3	18
CRYGA	34
CRYGB	36
PARP1	76
CRYGC	57
CRYGD	51
RAB40A	34
CRYM	19
CRYZ	61
PARP4	10
CS	84
MAPK14	28
CSE1L	62
CSF1	14
CSF1R	51
CSF2	96
CSF2RA	0
CSF2RB	51
CSF3	63
CSF3R	86
CSH1	2
CSHL1	65
TMEM120B	41
CSK	31
CSN1S1	63
FBXL14	38
CSN2	87
CSN3	32
CSNK1A1	60
CSNK1D	42
SLC38A6	23
CSNK1E	37
CSNK1G2	82
CSNK1G3	42
CSNK2A1	17
CSNK2A2	21
ADRA1D	63
CSNK2B	66
TTBK2	0
VCAN	74
BEAN1	11
NCAN	32
CSPG4	2
CSRP1	59
ZNF688	21
C16orf71	39
CSRP2	74
TOM1L2	39
B3GNTL1	70
DNAH2	65
SLC25A10	98
CST1	9
KIF18B	52
ADRA1B	34
CST2	43
CST3	78
WIPF2	83
CST4	43
CST5	8
C18orf25	12
CST6	98
CSTA	55
CSTB	69
ZNF480	0
CSTF1	6
CSTF2	70
CSTF3	29
SIX5	24
ADRA1A	87
TICAM1	70
ZNRF4	57
NKX2-5	2
ATP8B3	34
CTBS	8
CTBP1	10
FAM163A	39
CTBP2	25
CTF1	24
CCN2	9
ZNF362	2
CTH	80
CNIH3	12
CTLA4	96
CTNNA1	66
CTNNA2	63
RNF187	49
PYHIN1	2
CTNS	68
CTNNB1	23
LSM14B	56
AANAT	34
ADRA2A	74
CTNND1	14
SIK1	3
CTNND2	63
CCT8L2	34
ZDHHC8P1	67
CTPS1	29
CTRL	11
FBXO41	39
CTSB	15
CTSD	14
LINC01963	39
ADRA2B	65
CTSE	56
SEPT10	90
KANSL1L	36
CTSG	60
CTSH	78
KLHL23	28
CTSK	19
CTSL	48
CTSV	8
CTSO	41
PPP4R2	0
ADRA2C	57
CTSS	51
RNF38	83
ROPN1B	64
CTSW	89
SPICE1	87
CTSZ	51
CUX1	70
CX3CR1	12
CXADR	67
PAQR3	28
TEX28	39
CYB5A	94
TRMT44	87
ADRB1	87
CYB561	85
CYBA	15
CYBB	18
CYC1	10
CYLC1	34
CYLC2	87
ADRB2	48
CYLD	51
CYP1A1	20
CYP1A2	51
CYP1B1	42
RUNDC3B	63
AMOT	65
CYP2A6	67
KCTD7	31
ADRB3	51
LOC155060	86
ATP6V0E2	84
CYP3A7	32
CYP2A13	24
NSUN5P1	4
CYP2B6	34
CYP2B7P	4
CYP2C19	36
CYP2C8	32
CYP2C9	18
GRK2	18
CYP2C18	86
CYP2D6	65
GRK3	63
CYP2E1	18
CYP2F1	63
CYP2J2	11
ANKRD46	73
CYP3A4	51
LINC00599	57
VPS13B	66
ERICH1	39
CYP3A5	46
SBSPON	0
CYP4A11	32
CAMSAP1	3
ADSL	44
CYP4B1	85
CYP7A1	12
CYP11A1	96
CYP11B1	11
PRUNE2	25
CYP11B2	24
ZXDB	87
CYP17A1	11
ADAM3A	87
MOSPD2	46
CYP19A1	96
CYP21A2	67
ADSS	80
CYP24A1	12
RBMY2FP	34
CYP26A1	11
CYP27A1	8
CYP27B1	96
CYP51A1	84
SLC5A12	87
AARS	76
DAB1	39
DAB2	19
DACH1	73
DAD1	90
CD55	42
DAG1	69
DENND5B	12
DGKA	50
DGKB	34
DGKG	36
DGKQ	65
AP2A2	66
DAO	39
DAP	98
DAPK1	81
DAPK3	20
DARS	27
DAXX	19
DAZL	96
AP1B1	90
BRINP1	19
DBH	57
DBI	20
RETREG3	82
DBN1	4
DBP	51
DBT	41
ZNF550	34
AP2B1	15
DCC	34
ZNF780B	87
ECI1	67
DCK	40
DCN	19
DENND1B	19
DCTD	76
ACE	65
DCT	4
DCTN1	41
AP1G1	64
DCX	21
DDB1	5
DDB2	45
DDC	46
AKR1C1	13
AKR1C2	13
TMPRSS6	39
GADD45A	48
DDIT3	38
AEBP1	86
DDOST	90
DDT	78
DDX1	44
DDX3X	38
DDX5	95
DDX6	7
DMXL1	15
DHX8	38
TLE5	16
DHX9	91
DDX10	62
DDX11	74
DHX15	62
DECR1	75
DCLK2	65
ADGRA3	28
DEFA4	19
CRISP1	2
DEFA5	19
DEFA6	12
DEFB1	47
DCP2	7
DEFB4A	3
DES	55
CFD	86
DFFA	14
DFFB	63
TIMM8A	70
ZNF467	41
GSDME	37
COCH	78
KCNV2	87
OLFML2A	73
PSORS1C1	34
PSORS1C2	51
ZNF721	3
ZNF384	47
ASXL1	95
ZNF675	0
SPTSSA	66
PTCRA	18
ABHD3	66
DGUOK	23
DHCR7	5
DHCR24	22
DHFR	30
DHFRP3	87
DHODH	18
DHPS	5
CYB5R3	66
NQO1	13
DIAPH1	15
AFM	32
DIAPH2	86
DIO1	36
DIO2	23
DIO3	57
DKC1	1
DLAT	91
DLD	76
DLG1	28
AFP	46
DLG2	87
DLG3	11
DLG4	67
DLST	13
DLX2	71
DLX4	96
DLX5	63
AGA	49
DLX6	39
DMBT1	81
DMD	46
SARDH	2
DMP1	63
DNM1	98
ACAN	63
DMPK	50
DMRT1	36
DMWD	14
DNA2	99
DNAH6	65
AGER	57
DNAH9	2
DNASE1	39
DNASE1L1	90
DNASE1L2	96
